dataset,sample_index,stream_step,label,clip_pred,clip_correct,clip_confidence,clip_entropy,clip_margin,tda_pred,tda_correct,tda_confidence,tda_entropy,tda_margin,tda_changed_prediction,tda_beneficial_flip,tda_harmful_flip,tda_other_changed_wrong,tda_positive_cache_size,tda_negative_cache_size,tda_negative_gate_open,freetta_pred,freetta_correct,freetta_confidence,freetta_entropy,freetta_margin,freetta_changed_prediction,freetta_beneficial_flip,freetta_harmful_flip,freetta_other_changed_wrong,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy,freetta_sigma_trace,samples,tda_total_cache_slots,oracle_centroid_acc,oracle_1nn_acc,geometry_alignment_score,sample_path
caltech,687,687,5,51,0,0.010444126091897488,4.605077743530273,0.0031899213790893555,51,0,0.6369953155517578,1.8433862924575806,1.9495677947998047,0,0,0,0,28,14,0,51,0,0.01044299453496933,4.605077266693115,0.0028314590454101562,0,0,0,0,0.6309631772319231,0.0009027807391248643,1.230129361152649,4.605013847351074,515.8809814453125,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/anchor/image_0025.jpg
caltech,25,25,0,36,0,0.010542626492679119,4.605072975158691,0.01197861135005951,36,0,0.7082903385162354,1.2346638441085815,1.5550556182861328,0,0,0,0,7,6,0,36,0,0.010540109127759933,4.605071067810059,0.0105743408203125,0,0,0,0,0.6309634780986831,0.018129704520106316,1.1439926624298096,4.605035781860352,514.015625,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/Faces/image_0143.jpg
caltech,70,70,0,24,0,0.010538777336478233,4.605062484741211,0.0057867467403411865,24,0,0.6328125596046448,1.2227264642715454,0.8351421356201172,0,0,0,0,8,7,0,24,0,0.010544894263148308,4.60506010055542,0.005174160003662109,0,0,0,0,0.6309641400060604,0.007522057741880417,1.202033519744873,4.6050310134887695,514.3648681640625,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/Faces/image_0180.jpg
caltech,17,17,0,12,0,0.010482975281774998,4.605032920837402,0.004624694585800171,12,0,0.626643717288971,1.631509780883789,1.3269577026367188,0,0,0,0,6,5,0,12,0,0.010491619817912579,4.605029106140137,0.0053653717041015625,0,0,0,0,0.6309660053851319,0.03278021886944771,1.1087510585784912,4.605038642883301,513.8999633789062,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/Faces/image_0331.jpg
caltech,116,116,0,24,0,0.010583866387605667,4.605031967163086,0.002077460289001465,24,0,0.8362523913383484,0.6010081768035889,1.7839221954345703,0,0,0,0,9,8,0,24,0,0.010589978657662868,4.605027198791504,0.0014481544494628906,0,0,0,0,0.6309660655587422,0.004637255799025297,1.2159885168075562,4.605030059814453,514.5632934570312,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/Faces/image_0190.jpg
caltech,1838,1838,64,98,0,0.010581732727587223,4.6050124168396,0.010895729064941406,98,0,0.8866576552391052,0.6647355556488037,2.92022705078125,0,0,0,0,222,53,0,98,0,0.010579949244856834,4.605010986328125,0.010479450225830078,0,0,0,0,0.630967299119017,0.0003102384216617793,1.2248482704162598,4.6050286293029785,516.97412109375,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/minaret/image_0013.jpg
caltech,1673,1673,55,31,0,0.010589569807052612,4.605011463165283,0.02007170021533966,31,0,0.5317628383636475,2.2191953659057617,1.8705329895019531,0,0,0,0,200,50,0,31,0,0.010590756312012672,4.605010986328125,0.02008819580078125,0,0,0,0,0.6309673592927507,0.00037287117447704077,1.2255042791366577,4.60502815246582,516.8450927734375,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/lamp/image_0055.jpg
caltech,875,875,15,99,0,0.01065791491419077,4.605004787445068,0.005194604396820068,99,0,0.682115375995636,1.055105447769165,1.0414237976074219,0,0,0,0,70,25,0,99,0,0.010660439729690552,4.605003356933594,0.0052242279052734375,0,0,0,0,0.6309677805090469,0.0007744606118649244,1.2275630235671997,4.605016708374023,516.11669921875,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/butterfly/image_0009.jpg
caltech,1232,1232,33,61,0,0.010724470019340515,4.604983329772949,0.005590230226516724,61,0,0.8170945644378662,0.7007776498794556,1.946298599243164,0,0,0,0,136,39,0,61,0,0.010720872320234776,4.604983806610107,0.005465030670166016,0,0,0,0,0.6309691344204746,0.000498439185321331,1.2261509895324707,4.6050238609313965,516.4740600585938,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/dragonfly/image_0034.jpg
caltech,685,685,5,98,0,0.010768027044832706,4.60498046875,0.011525362730026245,98,0,0.9254910945892334,0.4220905601978302,3.1525325775146484,0,0,0,0,26,13,0,98,0,0.010766323655843735,4.604978561401367,0.011112213134765625,0,0,0,0,0.6309693149422179,0.0009969220263883471,1.2302042245864868,4.605013847351074,515.8787841796875,2465,500,0.974442183971405,0.9184584178498986,0.05598376612150646,/home/herrys/projects/AIP-Final-project/data/raw/CALTECH/caltech101/101_ObjectCategories/anchor/image_0001.jpg
