dataset,sample_index,stream_step,label,clip_pred,clip_correct,clip_confidence,clip_entropy,clip_margin,tda_pred,tda_correct,tda_confidence,tda_entropy,tda_margin,tda_changed_prediction,tda_beneficial_flip,tda_harmful_flip,tda_other_changed_wrong,tda_positive_cache_size,tda_negative_cache_size,tda_negative_gate_open,freetta_pred,freetta_correct,freetta_confidence,freetta_entropy,freetta_margin,freetta_changed_prediction,freetta_beneficial_flip,freetta_harmful_flip,freetta_other_changed_wrong,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy,freetta_sigma_trace,samples,tda_total_cache_slots,oracle_centroid_acc,oracle_1nn_acc,geometry_alignment_score,sample_path
imagenet,5277,5277,527,620,0,0.0010843483032658696,6.9076619148254395,0.008284270763397217,620,0,0.32792341709136963,3.1147778034210205,1.0860939025878906,0,0,0,0,1933,1025,0,620,0,0.35973548889160156,2.5802268981933594,1.1607017517089844,0,0,0,0,0.16203397504852612,0.00017862209642771631,1.1313749551773071,3.8368592262268066,0.35986102294921873,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/527/d1269434e1feb20354b632603b16e7e1fd6b8dea.jpeg
imagenet,5908,5908,590,487,0,0.0010838259477168322,6.907655715942383,0.008925765752792358,487,0,0.40218275785446167,3.2052438259124756,1.066335678100586,0,0,0,0,2170,1153,0,487,0,0.41237664222717285,2.697218894958496,0.7716006636619568,0,0,0,0,0.14529783321752623,0.00011572128278203309,1.1321214437484741,3.8857836723327637,0.35903961181640626,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/590/d2f55d9835bf84b262588023962ce220334eae72.jpeg
imagenet,6814,6814,681,590,0,0.0010850158287212253,6.907647132873535,0.0022317469120025635,810,0,0.18513897061347961,3.306741952896118,0.02329254150390625,1,0,0,1,2432,1307,0,590,0,0.2607618272304535,2.551222324371338,0.4129694700241089,0,0,0,0,0.17574059343410103,7.223487045848742e-05,1.1313754320144653,3.910595417022705,0.359891845703125,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/681/6e6dc48999e315b89564504419605023f915bf2a.jpeg
imagenet,5902,5902,590,487,0,0.0010928737465292215,6.9076337814331055,0.039366066455841064,487,0,0.7236731052398682,2.151381015777588,4.182046890258789,0,0,0,0,2167,1151,0,487,0,0.8214204907417297,1.4247074127197266,4.134210586547852,0,0,0,0,0.24896332786919398,0.00020510108151938766,1.1320337057113647,3.8864426612854004,0.3591397094726563,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/590/4fa005b52fcb4d75a3c9896a47cdd419f4e6eed8.jpeg
imagenet,4417,4417,441,982,0,0.001057839603163302,6.9076313972473145,0.004095554351806641,982,0,0.17018043994903564,5.136137962341309,1.0453758239746094,0,0,0,0,1504,789,0,982,0,0.08994656801223755,5.410609245300293,0.6672191619873047,0,0,0,0,0.04013993655234261,0.0002686835650820285,1.1189579963684082,3.795335292816162,0.373135986328125,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/441/ca84afefada7c9323f56284538001a1d3e646a7d.jpeg
imagenet,6208,6208,620,590,0,0.0011093475623056293,6.907630920410156,0.0014729797840118408,810,0,0.30524516105651855,1.890931487083435,0.1571636199951172,1,0,0,1,2272,1210,0,590,0,0.30298900604248047,1.8659305572509766,0.179962158203125,0,0,0,0,0.3076531983204321,0.00012377006351016462,1.1319553852081299,3.8933565616607666,0.3592313537597656,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/620/d66ae1ac2ffba6f99b374537aef985bae72fac28.jpeg
imagenet,5903,5903,590,664,0,0.0010742403101176023,6.907624244689941,0.004271388053894043,664,0,0.37330910563468933,3.5091145038604736,1.3719234466552734,0,0,0,0,2168,1151,0,664,0,0.20507517457008362,3.7796034812927246,0.2564352750778198,0,0,0,0,0.08448545657823107,0.00015320423699449748,1.1320422887802124,3.8859939575195312,0.35912997436523436,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/590/948b4458a60f7aa220f13abd319799a64b9db146.jpeg
imagenet,6641,6641,664,759,0,0.0011145585449412465,6.907620429992676,0.003440558910369873,759,0,0.47208932042121887,1.2359262704849243,0.11373138427734375,0,0,0,0,2395,1283,0,759,0,0.5553025603294373,1.162772297859192,0.5050582885742188,0,0,0,0,0.468512277738787,0.00019935480668209493,1.1315672397613525,3.9115853309631348,0.35967315673828126,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/664/21a1f8f96c2cf854e242c127d5d7e783805e454a.jpeg
imagenet,5080,5080,508,620,0,0.0011054446222260594,6.907618522644043,0.005998730659484863,620,0,0.565223217010498,1.6037425994873047,1.405080795288086,0,0,0,0,1856,978,0,620,0,0.3357712924480438,1.8864519596099854,0.4038658142089844,0,0,0,0,0.30725288538760837,0.0008401976083405316,1.1309171915054321,3.832698345184326,0.3603621826171875,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/508/276ffadc89c5f32cf1a2423136dea964accc8358.jpeg
imagenet,5900,5900,590,810,0,0.001046683988533914,6.907613754272461,0.0012637972831726074,749,0,0.028574200347065926,5.839842319488525,0.05784416198730469,1,0,0,1,2166,1151,0,810,0,0.0505729503929615,5.554944038391113,0.3126256465911865,0,0,0,0,0.03364113792040261,5.543445149669424e-05,1.1320360898971558,3.88663387298584,0.3591369934082031,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/590/24776b6669f3d02acce197735582456fef7d8511.jpeg
imagenet,6178,6178,617,823,0,0.0011112162610515952,6.907613754272461,0.027842670679092407,823,0,0.8817576169967651,0.7299801111221313,2.8787498474121094,0,0,0,0,2260,1204,0,823,0,0.9207745790481567,0.5259824991226196,3.3352603912353516,0,0,0,0,0.5114648930983865,0.00018065593030769378,1.1319773197174072,3.8953263759613037,0.3592061462402344,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/617/cd0967e85ec1a1d335be01614c7e09ced41788ac.jpeg
imagenet,8518,8518,851,831,0,0.0010661144042387605,6.907613277435303,0.002307504415512085,831,0,0.15397407114505768,4.795510768890381,0.26875877380371094,0,0,0,0,2764,1534,0,831,0,0.16228212416172028,4.478896141052246,0.4408912658691406,0,0,0,0,0.056626373353308425,2.0200483049848117e-05,1.129367709159851,3.919510841369629,0.36216717529296877,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/851/ff83223fc23eb96ad0ff5587f991fe061fddd0e1.jpeg
imagenet,9709,9709,970,979,0,0.001070735277608037,6.907607555389404,0.00775553286075592,979,0,0.3018297851085663,3.99810528755188,1.5196342468261719,0,0,0,0,2927,1648,0,979,0,0.20549002289772034,4.115434646606445,0.7923222780227661,0,0,0,0,0.06719671080020971,2.813713945215568e-05,1.127938985824585,3.9541544914245605,0.363788818359375,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/970/ea4f1f5c404a3b79859273059d00240689b3f64f.jpeg
imagenet,8548,8548,854,498,0,0.00111966033000499,6.907607078552246,0.032422006130218506,498,0,0.9296981692314148,0.47484004497528076,3.592496871948242,0,0,0,0,2769,1538,0,498,0,0.9448097944259644,0.3706951141357422,3.8960037231445312,0,0,0,0,0.6668629008088661,7.796449062880129e-05,1.1293293237686157,3.9215521812438965,0.3622113037109375,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/854/97054c191a70c44e2450595c9ab444c08780a773.jpeg
imagenet,4895,4895,489,491,0,0.001083111623302102,6.907603740692139,0.011099934577941895,491,0,0.6135154366493225,2.470292568206787,1.9037837982177734,0,0,0,0,1763,931,0,491,0,0.4531915485858917,3.363370895385742,1.9037400484085083,0,0,0,0,0.11482385205167574,0.0003883100871462375,1.1295324563980103,3.822636127471924,0.3618842468261719,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/489/583a11901c6fd9839f0b4c1051cc1fe018910136.jpeg
imagenet,7582,7582,758,447,0,0.001075621461495757,6.907601833343506,0.01078745722770691,447,0,0.25080764293670654,4.24639892578125,1.1881217956542969,0,0,0,0,2600,1420,0,447,0,0.24749095737934113,3.984646797180176,0.851577639579773,0,0,0,0,0.07552166585365874,2.6755671569844708e-05,1.1303707361221313,3.9222805500030518,0.36102957153320314,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/758/50cd99bbafc9b295fc352b42c9a4d17d9dc50282.jpeg
imagenet,9689,9689,968,967,0,0.0011129966005682945,6.9076008796691895,0.007224082946777344,967,0,0.46153467893600464,1.6245946884155273,0.7867107391357422,0,0,0,0,2925,1646,0,967,0,0.4917341470718384,1.5518468618392944,1.0824679136276245,0,0,0,0,0.36125080859212505,5.686469376087189e-05,1.1279854774475098,3.9542620182037354,0.3637359924316406,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/968/e75d954758932c3c557c9c3aeb02b5a3e3091b03.jpeg
imagenet,8182,8182,818,743,0,0.0010604042327031493,6.907597541809082,0.010703742504119873,743,0,0.0929628238081932,5.457790374755859,1.0986480712890625,0,0,0,0,2715,1499,0,743,0,0.11361490190029144,5.155858039855957,1.0528297424316406,0,0,0,0,0.041299115432520246,1.5888690541032702e-05,1.1297359466552734,3.9301564693450928,0.3617481994628906,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/818/66791a195665ab080b987359716b824bcbc9f45e.jpeg
imagenet,8574,8574,857,765,0,0.001109398785047233,6.907597541809082,0.017986327409744263,765,0,0.5574108362197876,1.7444915771484375,0.8998699188232422,0,0,0,0,2770,1539,0,765,0,0.7151433825492859,1.2441747188568115,1.6310616731643677,0,0,0,0,0.4203596822332112,6.859438872197643e-05,1.1292868852615356,3.919884204864502,0.36225982666015627,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/857/78c75aad15fc3a91cabb0adbd9fe10629ef66177.jpeg
imagenet,6818,6818,681,620,0,0.001092474558390677,6.907597064971924,0.005123436450958252,831,0,0.2582502067089081,2.967475414276123,0.4267292022705078,1,0,0,1,2432,1307,0,620,0,0.2902434170246124,2.4937806129455566,0.5201282501220703,0,0,0,0,0.1930215437703715,0.0001528506982140243,1.1313793659210205,3.910127639770508,0.3598873291015625,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/681/c04cbbe47f15f1778f48f4360dcd068cf2d1e141.jpeg
imagenet,5082,5082,508,810,0,0.0011210553348064423,6.907596588134766,0.007962852716445923,810,0,0.7419626116752625,0.9628251791000366,1.7210731506347656,0,0,0,0,1858,979,0,810,0,0.5117654204368591,1.3576743602752686,0.7002792954444885,0,0,0,0,0.4268030085844995,0.0006061994936317205,1.1308989524841309,3.832813262939453,0.3603839111328125,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/508/750016568065a11f3574f069aa619f5f1c48c411.jpeg
imagenet,6486,6486,648,713,0,0.0010613607009872794,6.907596588134766,0.0034342408180236816,713,0,0.19958631694316864,4.507967948913574,1.588796615600586,0,0,0,0,2349,1253,0,713,0,0.09427987039089203,4.516616344451904,0.5385627746582031,0,0,0,0,0.05746137042779458,5.1391249144217e-05,1.1317095756530762,3.9118380546569824,0.35951007080078123,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/648/9a0c4e5dab724ee991f0edd3b90730cd445d1cbf.jpeg
imagenet,7991,7991,799,904,0,0.0010754928225651383,6.907594680786133,0.0020206868648529053,904,0,0.1854611337184906,3.7870097160339355,0.31043434143066406,0,0,0,0,2671,1471,0,904,0,0.209775909781456,3.4303295612335205,0.43177032470703125,0,0,0,0,0.10049809982462661,3.782460407819599e-05,1.129899024963379,3.9295647144317627,0.36156256103515627,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/799/4400201316cd25987b01050ae75f03524bc9ce78.jpeg
imagenet,643,643,64,384,0,0.0010880721965804696,6.907590866088867,0.015451580286026001,384,0,0.612975537776947,2.4740540981292725,2.842090606689453,0,0,0,0,233,112,0,384,0,0.48894453048706055,2.731682300567627,1.9165456295013428,0,0,0,0,0.12638565870596044,0.0065566920675337315,0.6806820034980774,2.9803428649902344,0.7032169799804687,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/64/74347e0a2983b5d755552ba8a0c76df16993a18d.jpeg
imagenet,3543,3543,354,978,0,0.001059641595929861,6.907590866088867,0.0041935741901397705,978,0,0.17224803566932678,4.9006500244140625,1.3679924011230469,0,0,0,0,1142,591,0,978,0,0.08152706176042557,5.118189334869385,0.4206829071044922,0,0,0,0,0.046451636603258364,0.0008619332802481949,1.0466172695159912,3.646085262298584,0.44000616455078123,10000,5000,0.8271999955177307,0.4189,0.4082999955177307,/home/herrys/projects/AIP-Final-project/data/raw/IMAGENET/imagenetv2-matched-frequency-format-val/354/70a6a89d23a2146542543bf1113ca40541d1f48a.jpeg
