dataset,sample_idx,stream_step,label,clip_pred,clip_correct,clip_confidence,clip_entropy,clip_changed,clip_beneficial,clip_harmful,tda_pred,tda_correct,tda_confidence,tda_entropy,tda_changed,tda_beneficial,tda_harmful,tda_pos_cache_size,tda_neg_cache_size,tda_gate_open,freetta_pred,freetta_correct,freetta_confidence,freetta_entropy,freetta_changed,freetta_beneficial,freetta_harmful,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy,freetta_sigma_trace,conf_ftta_pred,conf_ftta_correct,conf_ftta_confidence,conf_ftta_entropy,conf_ftta_changed,conf_ftta_beneficial,conf_ftta_harmful,conf_ftta_skip_rate,conf_ftta_mu_drift,ent_tda_pred,ent_tda_correct,ent_tda_confidence,ent_tda_entropy,ent_tda_changed,ent_tda_beneficial,ent_tda_harmful,ent_tda_pos_cache_size,ent_tda_adaptive_thresh,hybrid_pred,hybrid_correct,hybrid_confidence,hybrid_entropy,hybrid_changed,hybrid_beneficial,hybrid_harmful,hybrid_tda_adj_norm,hybrid_ftta_adj_norm,hybrid_mu_drift
eurosat,7843,7071,9,9,1,0.14522449672222137,2.2714972496032715,0,0,0,9,1,0.32875415682792664,1.809301733970642,0,0,0,30,18,0,9,1,0.9770880937576294,0.13118888437747955,0,0,0,0.05184503320631081,3.803548315772787e-05,1.1410011053085327,0.7195886373519897,0.34898312091827394,9,1,0.9811823964118958,0.11491763591766357,0,0,0,0.6374434389140271,1.131191611289978,9,1,0.33900752663612366,1.7834256887435913,0,0,0,30,0.3930491805076599,9,1,0.8512341976165771,0.6296570897102356,0,0,0,5.3630290031433105,215.88729858398438,1.1410011053085327
eurosat,1089,5996,1,1,1,0.16401252150535583,2.2160637378692627,0,0,0,1,1,0.6869325041770935,1.214277744293213,0,0,0,30,16,0,1,1,0.4529193341732025,1.6419925689697266,0,0,0,0.05572799495074216,4.764143886859529e-05,1.140554428100586,0.720456600189209,0.34949526786804197,9,0,0.4546751379966736,1.225480556488037,1,0,1,0.6339836584959146,1.12871515750885,1,1,0.7107287049293518,1.1502758264541626,0,0,0,30,0.39398977160453796,1,1,0.5037771463394165,1.5417520999908447,0,0,0,11.383607864379883,234.02703857421875,1.140554428100586
eurosat,7853,6215,9,9,1,0.18917512893676758,2.2010409832000732,0,0,0,9,1,0.5602895617485046,1.4783762693405151,0,0,0,30,17,0,9,1,0.3722902536392212,1.6107207536697388,0,0,0,0.056829492064062216,5.8147183153778315e-05,1.1405675411224365,0.7210059762001038,0.34948148727416994,9,1,0.8836477994918823,0.49226659536361694,0,0,0,0.6328828828828829,1.1292238235473633,9,1,0.5498501062393188,1.4816930294036865,0,0,0,30,0.3924527168273926,9,1,0.46381089091300964,1.5793389081954956,0,0,0,8.619093894958496,225.31874084472656,1.1405675411224365
eurosat,7446,5521,9,9,1,0.21142101287841797,2.200976848602295,0,0,0,9,1,0.6996906399726868,0.9056769609451294,0,0,0,30,15,0,9,1,0.9495172500610352,0.24796633422374725,0,0,0,0.05683424803462984,5.536036769626662e-05,1.1402151584625244,0.7207979559898376,0.3498850345611572,9,1,0.959385871887207,0.2102677971124649,0,0,0,0.631836291198841,1.127669095993042,9,1,0.6821302175521851,0.9269313216209412,0,0,0,30,0.3944092094898224,9,1,0.8564598560333252,0.5901511311531067,0,0,0,7.590655326843262,224.21702575683594,1.1402151584625244
eurosat,8056,136,9,9,1,0.21147523820400238,2.1914515495300293,0,0,0,9,1,0.9941033720970154,0.04326489940285683,0,0,0,29,9,0,9,1,0.439342737197876,1.1512558460235596,0,0,0,0.05754396854046768,0.003391252364963293,1.03831148147583,0.7340469360351562,0.4572444915771484,0,0,0.40386274456977844,1.548280954360962,1,0,1,0.5912408759124088,0.8882115483283997,9,1,0.9944144487380981,0.041578251868486404,0,0,0,29,0.3765479028224945,9,1,0.6218185424804688,1.009980320930481,0,0,0,6.201857089996338,196.6663818359375,1.03831148147583
eurosat,2642,3564,2,2,1,0.18967776000499725,2.1910533905029297,0,0,0,2,1,0.5158039331436157,1.2709392309188843,0,0,0,30,13,0,2,1,0.43773823976516724,1.278252124786377,0,0,0,0.05757382659762748,7.81694398028776e-05,1.1383049488067627,0.7135449051856995,0.35208098888397216,9,0,0.3495567739009857,1.3233555555343628,1,0,1,0.6333800841514726,1.1198989152908325,2,1,0.5133132338523865,1.2815243005752563,0,0,0,30,0.40232500433921814,2,1,0.49951112270355225,1.339058518409729,0,0,0,10.064522743225098,232.22032165527344,1.1383049488067627
eurosat,7362,719,9,9,1,0.20975981652736664,2.1866507530212402,0,0,0,9,1,0.750317394733429,1.0188475847244263,0,0,0,30,11,0,9,1,0.42302191257476807,1.5549354553222656,0,0,0,0.057905028989991496,0.0006388032925315201,1.1181938648223877,0.7228374481201172,0.3747358798980713,1,0,0.3027006685733795,1.615585446357727,1,0,1,0.6152777777777778,1.0368355512619019,9,1,0.7721520662307739,0.9531316757202148,0,0,0,30,0.38000813126564026,9,1,0.5977000594139099,1.3393867015838623,0,0,0,8.1934175491333,221.59622192382812,1.1181938648223877
eurosat,7734,316,9,9,1,0.19221854209899902,2.176196336746216,0,0,0,9,1,0.892489492893219,0.5064222812652588,0,0,0,30,11,0,9,1,0.9937440752983093,0.04346272349357605,0,0,0,0.058699147863156866,0.0013267978793010116,1.0913759469985962,0.7340637445449829,0.4036299705505371,6,0,0.31210362911224365,1.6749016046524048,1,0,1,0.6056782334384858,0.9824053645133972,9,1,0.9020161628723145,0.4773331880569458,0,0,0,30,0.3665590286254883,9,1,0.9866248369216919,0.0900832787156105,0,0,0,5.994827747344971,203.44302368164062,1.0913759469985962
eurosat,7510,6247,9,9,1,0.20145399868488312,2.173111915588379,0,0,0,9,1,0.6939007639884949,1.0582913160324097,0,0,0,30,17,0,9,1,0.9959174990653992,0.02982836216688156,0,0,0,0.05893550411945278,6.002978625474498e-05,1.1405937671661377,0.721558690071106,0.34945154190063477,9,1,0.9893053770065308,0.06992067396640778,0,0,0,0.6325224071702945,1.1292669773101807,9,1,0.686473548412323,1.0641320943832397,0,0,0,30,0.3922130763530731,9,1,0.9366653561592102,0.30957674980163574,0,0,0,4.235126495361328,208.99049377441406,1.1405937671661377
eurosat,1121,122,1,1,1,0.21090373396873474,2.1717352867126465,0,0,0,1,1,0.8296437859535217,0.7922179698944092,0,0,0,27,9,0,1,1,0.43840861320495605,1.5783356428146362,0,0,0,0.059041310569479304,0.0023212647065520287,1.0263950824737549,0.7356088161468506,0.46830182075500487,5,0,0.32961612939834595,1.639435887336731,1,0,1,0.5934959349593496,0.8741846084594727,1,1,0.8095160722732544,0.8567242622375488,0,0,0,27,0.3566717207431793,1,1,0.682094931602478,1.1897228956222534,0,0,0,10.670928001403809,227.17079162597656,1.0263950824737549
