dataset,sample_index,stream_step,label,clip_pred,clip_correct,clip_confidence,clip_entropy,clip_margin,tda_pred,tda_correct,tda_confidence,tda_entropy,tda_margin,tda_changed_prediction,tda_beneficial_flip,tda_harmful_flip,tda_other_changed_wrong,tda_positive_cache_size,tda_negative_cache_size,tda_negative_gate_open,freetta_pred,freetta_correct,freetta_confidence,freetta_entropy,freetta_margin,freetta_changed_prediction,freetta_beneficial_flip,freetta_harmful_flip,freetta_other_changed_wrong,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy,freetta_sigma_trace,samples,tda_total_cache_slots,oracle_centroid_acc,oracle_1nn_acc,geometry_alignment_score,sample_path
eurosat,926,926,1,2,0,0.10063678026199341,2.302572250366211,4.3898820877075195e-05,1,1,0.5313319563865662,1.3463287353515625,0.6683387756347656,1,1,0,0,28,6,0,3,0,0.22281697392463684,2.0928096771240234,0.0551605224609375,1,0,0,1,0.05731288176006929,0.0006354643846862018,1.124083399772644,0.547519326210022,0.36742045879364016,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_2870.jpg
eurosat,2037,2037,2,1,0,0.1010526642203331,2.3025710582733154,0.0018280744552612305,2,1,0.2968829870223999,1.7302899360656738,0.1315765380859375,1,1,0,0,30,9,0,1,0,0.4873881936073303,1.4635727405548096,0.6350477337837219,0,0,0,0,0.06241108145865234,0.00017994626250583678,1.1472090482711792,0.47878289222717285,0.34194145202636717,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2951.jpg
eurosat,6482,6482,8,3,0,0.10103439539670944,2.3025710582733154,0.003683149814605713,8,1,0.47390758991241455,1.604266881942749,1.03460693359375,1,1,0,0,30,16,0,3,0,0.4992392361164093,1.5531914234161377,1.1315078735351562,0,0,0,0,0.06098253027658246,5.702795533579774e-05,1.1387947797775269,0.7559954524040222,0.3515239953994751,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/River/River_1253.jpg
eurosat,2301,2301,2,1,0,0.10117186605930328,2.3025689125061035,0.007748723030090332,2,1,0.33087462186813354,1.7218716144561768,0.14577865600585938,1,1,0,0,30,9,0,1,0,0.3714188039302826,1.6739585399627686,0.497711181640625,0,0,0,0,0.062438461702590146,0.00016420187603216618,1.1471120119094849,0.47251754999160767,0.3420515537261963,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_123.jpg
eurosat,1982,1982,2,5,0,0.1010008454322815,2.3025670051574707,0.003830820322036743,2,1,0.31827372312545776,1.8195761442184448,0.30377960205078125,1,1,0,0,30,8,0,5,0,0.2448531687259674,1.9764952659606934,0.1516265869140625,0,0,0,0,0.06105082048194187,0.00015037071716506034,1.1471445560455322,0.4802892208099365,0.34201464653015134,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_295.jpg
eurosat,1810,1810,2,1,0,0.10091432929039001,2.3025660514831543,0.002618551254272461,2,1,0.25014397501945496,1.8007514476776123,0.05506134033203125,1,1,0,0,29,8,0,1,0,0.3632444441318512,1.8128876686096191,0.6724777221679688,0,0,0,0,0.06077549343855929,0.0002722271310631186,1.1469690799713135,0.4849599599838257,0.342213773727417,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1734.jpg
eurosat,1652,1652,1,3,0,0.10088802129030228,2.302565097808838,0.002259552478790283,1,1,0.4090852439403534,1.685075283050537,0.3810310363769531,1,1,0,0,28,8,0,9,0,0.3603176176548004,1.5665539503097534,0.334197998046875,1,0,0,1,0.06102461742304831,0.00018692675803322345,1.1453965902328491,0.49314963817596436,0.34401354789733884,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_2394.jpg
eurosat,1756,1756,1,2,0,0.10084218531847,2.302564859390259,0.002004384994506836,1,1,0.4317556917667389,1.7450811862945557,0.8134975433349609,1,1,0,0,29,8,0,8,0,0.24809931218624115,1.7163580656051636,0.0157318115234375,1,0,0,1,0.06058137146320913,0.00016826442151796073,1.1465295553207397,0.48747342824935913,0.3427171230316162,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_481.jpg
eurosat,7063,7063,8,3,0,0.10090262442827225,2.3025646209716797,0.0028415024280548096,8,1,0.23293818533420563,1.9754219055175781,0.09041976928710938,1,1,0,0,30,16,0,5,0,0.24036431312561035,1.931492805480957,0.31665802001953125,1,0,0,1,0.06145506881136644,3.179401028319262e-05,1.1391643285751343,0.7544203996658325,0.3511041164398193,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/River/River_628.jpg
eurosat,1614,1614,1,3,0,0.10109342634677887,2.3025643825531006,0.002994030714035034,1,1,0.35173219442367554,1.9028164148330688,0.5689449310302734,1,1,0,0,28,8,0,9,0,0.49610385298728943,1.2927589416503906,0.5994110703468323,1,0,0,1,0.06444766240931753,0.00023737184528727084,1.1449882984161377,0.4952097535133362,0.3444795608520508,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_1537.jpg
eurosat,2385,2385,2,5,0,0.1007707417011261,2.3025643825531006,0.0012884140014648438,2,1,0.33792734146118164,1.7308430671691895,0.22967147827148438,1,1,0,0,30,9,0,5,0,0.2897120416164398,1.8272314071655273,0.224822998046875,0,0,0,0,0.06034412207887702,9.010920621221885e-05,1.1472142934799194,0.470493346452713,0.3419345378875732,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_187.jpg
eurosat,1762,1762,1,3,0,0.10145985335111618,2.3025639057159424,0.010047495365142822,1,1,0.44206374883651733,1.5517778396606445,0.3922538757324219,1,1,0,0,29,8,0,3,0,0.45362943410873413,1.4416849613189697,0.6527403593063354,0,0,0,0,0.07054979027269973,0.00016292282089125365,1.1466128826141357,0.487139493227005,0.3426218509674072,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_1195.jpg
eurosat,1542,1542,1,3,0,0.10100315511226654,2.302563190460205,0.002203911542892456,1,1,0.37334251403808594,1.8175849914550781,0.41008758544921875,1,1,0,0,28,8,0,9,0,0.36950841546058655,1.5251641273498535,0.40936279296875,1,0,0,1,0.06280946792127874,0.00022623159748036414,1.1441038846969604,0.4993194341659546,0.3454881191253662,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_219.jpg
eurosat,939,939,1,3,0,0.100738525390625,2.302562713623047,0.0014095306396484375,1,1,0.7511441111564636,1.0273284912109375,2.4184722900390625,1,1,0,0,28,6,0,3,0,0.49861398339271545,1.5049059391021729,0.820892333984375,0,0,0,0,0.05953927526035044,0.00037229122244752944,1.1249498128890991,0.5463765859603882,0.36651339530944826,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_773.jpg
eurosat,1799,1799,1,3,0,0.10100826621055603,2.3025624752044678,0.0013988763093948364,1,1,0.39415794610977173,1.7657074928283691,0.43611907958984375,1,1,0,0,29,8,0,9,0,0.47087258100509644,1.3363542556762695,0.509048581123352,1,0,0,1,0.06406582535764521,0.00020440125081222504,1.146945595741272,0.48519131541252136,0.342240571975708,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_1685.jpg
eurosat,928,928,1,3,0,0.1013808324933052,2.3025612831115723,0.008878320455551147,1,1,0.36608392000198364,1.5855472087860107,0.03159332275390625,1,1,0,0,28,6,0,3,0,0.4638368785381317,1.410876750946045,0.36975860595703125,0,0,0,0,0.0680304600548569,0.00044923313544131815,1.1242992877960205,0.5471706390380859,0.36719450950622556,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_2066.jpg
eurosat,1589,1589,1,3,0,0.10134941339492798,2.3025612831115723,0.006534785032272339,1,1,0.43460071086883545,1.4715319871902466,0.24880218505859375,1,1,0,0,28,8,0,3,0,0.42538386583328247,1.5013535022735596,0.6613235473632812,0,0,0,0,0.06878917126990648,0.00018059449212159961,1.1446870565414429,0.4967272877693176,0.3448232889175415,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_2724.jpg
eurosat,1777,1777,1,3,0,0.10118727385997772,2.3025612831115723,0.004088073968887329,1,1,0.4275875687599182,1.2858957052230835,0.0316925048828125,1,1,0,0,29,8,0,3,0,0.41991952061653137,1.5575754642486572,0.5771255493164062,0,0,0,0,0.06633065221516063,0.00011435337364673615,1.1467859745025635,0.4861355423927307,0.3424233913421631,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_587.jpg
eurosat,1771,1771,1,3,0,0.10100817680358887,2.302560806274414,0.0032587051391601562,1,1,0.39418041706085205,1.6956392526626587,0.297576904296875,1,1,0,0,29,8,0,3,0,0.4223482310771942,1.528942584991455,0.49086761474609375,0,0,0,0,0.0636992295457638,0.0001435714802937582,1.146727442741394,0.4865565598011017,0.3424906492233276,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_2754.jpg
eurosat,1612,1612,1,3,0,0.1015378087759018,2.302560329437256,0.010607540607452393,1,1,0.37652653455734253,1.7057757377624512,0.26783180236816406,1,1,0,0,28,8,0,9,0,0.4183405041694641,1.3421883583068848,0.24762725830078125,1,0,0,1,0.07314078481164168,0.00022558440105058253,1.1449673175811768,0.4953739047050476,0.34450359344482423,8100,50,0.7825925946235657,0.8980246913580247,-0.11543209673445898,/home/herrys/projects/AIP-Final-project/data/raw/EUROSAT/eurosat/2750/Forest/Forest_1297.jpg
