dataset,sample_idx,stream_step,label,clip_pred,clip_correct,clip_confidence,clip_entropy,clip_changed,clip_beneficial,clip_harmful,tda_pred,tda_correct,tda_confidence,tda_entropy,tda_changed,tda_beneficial,tda_harmful,tda_pos_cache_size,tda_neg_cache_size,tda_gate_open,freetta_pred,freetta_correct,freetta_confidence,freetta_entropy,freetta_changed,freetta_beneficial,freetta_harmful,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy,freetta_sigma_trace,conf_ftta_pred,conf_ftta_correct,conf_ftta_confidence,conf_ftta_entropy,conf_ftta_changed,conf_ftta_beneficial,conf_ftta_harmful,conf_ftta_skip_rate,conf_ftta_mu_drift,ent_tda_pred,ent_tda_correct,ent_tda_confidence,ent_tda_entropy,ent_tda_changed,ent_tda_beneficial,ent_tda_harmful,ent_tda_pos_cache_size,ent_tda_adaptive_thresh,hybrid_pred,hybrid_correct,hybrid_confidence,hybrid_entropy,hybrid_changed,hybrid_beneficial,hybrid_harmful,hybrid_tda_adj_norm,hybrid_ftta_adj_norm,hybrid_mu_drift
pets,47,2094,0,0,1,0.3069247007369995,2.1091296672821045,0,0,0,0,1,0.2550739049911499,2.187912702560425,0,0,0,111,66,0,0,1,0.35458245873451233,2.0533318519592285,0,0,0,0.09667584630589526,4.331651143729687e-05,1.121964931488037,2.5719902515411377,0.3705087867943016,0,1,0.35823681950569153,2.048153877258301,0,0,0,0.09498806682577565,1.1212562322616577,0,1,0.3465113639831543,2.0371665954589844,0,0,0,111,0.024035271257162094,0,1,0.3563249111175537,2.0592427253723145,0,0,0,7.266386032104492,51.109310150146484,1.121964931488037
pets,3534,422,35,35,1,0.4998484253883362,2.019605875015259,0,0,0,35,1,0.5148821473121643,1.9727693796157837,0,0,0,110,45,0,35,1,0.5740090608596802,1.744314193725586,0,0,0,0.10675468739281453,0.0003348679165355861,1.1198943853378296,2.5553014278411865,0.37284541774440455,35,1,0.5656551122665405,1.7697269916534424,0,0,0,0.09929078014184398,1.1184344291687012,35,1,0.46783897280693054,2.078754186630249,0,0,0,110,0.026238227263092995,35,1,0.5847213864326477,1.7456943988800049,0,0,0,2.2138285636901855,39.61487579345703,1.1198943853378296
pets,752,2902,7,7,1,0.22612817585468292,2.0181174278259277,0,0,0,7,1,0.521967351436615,1.5780632495880127,0,0,0,111,69,0,7,1,0.2950747013092041,1.8795886039733887,0,0,0,0.10693086071213671,5.804464308312163e-05,1.1222927570343018,2.576986312866211,0.37014185415731893,7,1,0.2762613594532013,1.9009268283843994,0,0,0,0.09094040647605925,1.1216294765472412,7,1,0.45515239238739014,1.6789820194244385,0,0,0,111,0.02377348206937313,7,1,0.28056082129478455,1.9046075344085693,0,0,0,7.139787673950195,51.0112419128418,1.1222927570343018
pets,2853,1587,28,28,1,0.4396400451660156,2.012857675552368,0,0,0,28,1,0.5133506655693054,1.848010540008545,0,0,0,111,65,0,28,1,0.4902383089065552,1.8909293413162231,0,0,0,0.10755570907363073,6.581493653357029e-05,1.121931552886963,2.5579750537872314,0.37054858336577545,28,1,0.49021947383880615,1.892493486404419,0,0,0,0.09949622166246852,1.121155858039856,28,1,0.4615871012210846,1.9591044187545776,0,0,0,111,0.024604802951216698,28,1,0.491545706987381,1.8867247104644775,0,0,0,5.508524417877197,47.56986618041992,1.121931552886963
pets,1904,2210,19,19,1,0.4459284543991089,2.0123441219329834,0,0,0,19,1,0.4091795086860657,2.0778110027313232,0,0,0,111,67,0,19,1,0.4862211346626282,1.8490313291549683,0,0,0,0.10761691134443327,4.91530227009207e-05,1.122032880783081,2.578866720199585,0.3704327505988044,19,1,0.485431969165802,1.85231614112854,0,0,0,0.09317051108095885,1.1213310956954956,19,1,0.4141591191291809,2.0736353397369385,0,0,0,111,0.02267400361597538,19,1,0.47632601857185364,1.8681532144546509,0,0,0,4.748262882232666,46.57805252075195,1.122032880783081
pets,775,661,7,7,1,0.2844850420951843,2.0025908946990967,0,0,0,7,1,0.42175179719924927,1.7861379384994507,0,0,0,111,53,0,7,1,0.31527894735336304,1.8706135749816895,0,0,0,0.10878592718578957,0.00030254104058258235,1.1210312843322754,2.5480408668518066,0.37157409255569046,7,1,0.2674407362937927,1.9178860187530518,0,0,0,0.1027190332326284,1.1199531555175781,7,1,0.3834240138530731,1.794514536857605,0,0,0,111,0.025962725281715393,7,1,0.3058741092681885,1.8106184005737305,0,0,0,8.252638816833496,51.364044189453125,1.1210312843322754
pets,1097,3230,11,11,1,0.31602704524993896,1.9851536750793457,0,0,0,11,1,0.36368775367736816,1.9687156677246094,0,0,0,111,69,0,11,1,0.2691396176815033,1.999402642250061,0,0,0,0.11090768368681847,5.758808765676804e-05,1.1222206354141235,2.580763101577759,0.3702232773239548,11,1,0.2716279625892639,1.9961223602294922,0,0,0,0.09037449705973383,1.121558666229248,11,1,0.3251948058605194,1.9876350164413452,0,0,0,111,0.02315087988972664,11,1,0.2567363679409027,1.9981797933578491,0,0,0,3.8902666568756104,44.72256851196289,1.1222206354141235
pets,729,660,7,7,1,0.36175841093063354,1.9637377262115479,0,0,0,7,1,0.5933005809783936,1.514153242111206,0,0,0,111,53,0,7,1,0.4383986294269562,1.7811983823776245,0,0,0,0.11357024460182759,0.00047927783452905715,1.1209913492202759,2.550316333770752,0.3716193018732844,7,1,0.35982730984687805,1.9103171825408936,0,0,0,0.10136157337367625,1.1199531555175781,7,1,0.5652683973312378,1.5573616027832031,0,0,0,111,0.025962725281715393,7,1,0.45766302943229675,1.765453815460205,0,0,0,5.216732025146484,47.23099899291992,1.1209913492202759
pets,2389,2367,24,24,1,0.45614829659461975,1.9557061195373535,0,0,0,24,1,0.4252694249153137,1.9795571565628052,0,0,0,111,68,0,24,1,0.49953722953796387,1.7700915336608887,0,0,0,0.1145851949218564,4.712411100626923e-05,1.1220009326934814,2.5803263187408447,0.37047069137160843,24,1,0.49692708253860474,1.7752844095230103,0,0,0,0.09375,1.121290922164917,24,1,0.49869123101234436,1.770777940750122,0,0,0,111,0.02315117046236992,24,1,0.4926179051399231,1.73175048828125,0,0,0,6.170263767242432,48.86217498779297,1.1220009326934814
pets,3438,2831,34,34,1,0.461489737033844,1.940209150314331,0,0,0,34,1,0.37471166253089905,1.9992083311080933,0,0,0,111,69,0,34,1,0.44994494318962097,1.9027276039123535,0,0,0,0.1165692433221939,5.4482592531712726e-05,1.1222418546676636,2.5792508125305176,0.3701993581411001,34,1,0.444501668214798,1.9148149490356445,0,0,0,0.09004237288135593,1.1215834617614746,34,1,0.39742061495780945,1.9888750314712524,0,0,0,111,0.023638200014829636,34,1,0.43053266406059265,1.9499471187591553,0,0,0,3.7846851348876953,45.67478942871094,1.1222418546676636
