dataset,sample_idx,stream_step,label,clip_pred,clip_correct,clip_confidence,clip_entropy,clip_changed,clip_beneficial,clip_harmful,tda_pred,tda_correct,tda_confidence,tda_entropy,tda_changed,tda_beneficial,tda_harmful,tda_pos_cache_size,tda_neg_cache_size,tda_gate_open,freetta_pred,freetta_correct,freetta_confidence,freetta_entropy,freetta_changed,freetta_beneficial,freetta_harmful,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy,freetta_sigma_trace,conf_ftta_pred,conf_ftta_correct,conf_ftta_confidence,conf_ftta_entropy,conf_ftta_changed,conf_ftta_beneficial,conf_ftta_harmful,conf_ftta_skip_rate,conf_ftta_mu_drift,ent_tda_pred,ent_tda_correct,ent_tda_confidence,ent_tda_entropy,ent_tda_changed,ent_tda_beneficial,ent_tda_harmful,ent_tda_pos_cache_size,ent_tda_adaptive_thresh,hybrid_pred,hybrid_correct,hybrid_confidence,hybrid_entropy,hybrid_changed,hybrid_beneficial,hybrid_harmful,hybrid_tda_adj_norm,hybrid_ftta_adj_norm,hybrid_mu_drift
dtd,984,1458,24,24,1,0.09522154927253723,3.229612350463867,0,0,0,32,0,0.19345355033874512,2.893982172012329,1,0,1,134,55,0,32,0,0.16992217302322388,2.8072526454925537,1,0,1,0.2841530410309254,0.00031057209707796574,1.1594786643981934,2.0778884887695312,0.3277584238255278,32,0,0.20153675973415375,2.8073253631591797,1,0,1,0.6470185058259081,1.1458345651626587,32,0,0.19625556468963623,2.885260581970215,1,0,1,134,0.3281845450401306,24,1,0.1452099233865738,2.946016788482666,0,0,0,15.822858810424805,169.88328552246094,1.1594786643981934
dtd,246,802,6,6,1,0.1275600641965866,3.2258048057556152,0,0,0,8,0,0.14519011974334717,2.9293479919433594,1,0,1,129,51,0,8,0,0.23433563113212585,2.596088409423828,1,0,1,0.28457485249616016,0.0007163553964346647,1.1565667390823364,2.087765693664551,0.331137941238728,8,0,0.29983285069465637,2.5605568885803223,1,0,1,0.635118306351183,1.1350691318511963,8,0,0.14310526847839355,2.938361406326294,1,0,1,129,0.3090451657772064,8,0,0.20302873849868774,2.790945053100586,1,0,1,11.266161918640137,144.82449340820312,1.1565667390823364
dtd,296,1849,7,7,1,0.12611037492752075,3.200747013092041,0,0,0,8,0,0.14242662489414215,2.9836525917053223,1,0,1,135,57,0,8,0,0.18676307797431946,2.9161078929901123,1,0,1,0.2873666012863318,0.00030784987029619515,1.1603084802627563,2.082155466079712,0.3267931836716672,8,0,0.15750955045223236,2.9554338455200195,1,0,1,0.6405405405405405,1.1497057676315308,8,0,0.1435348242521286,2.954379081726074,1,0,1,135,0.3256613612174988,8,0,0.15287898480892181,3.008587598800659,1,0,1,12.307571411132812,151.16864013671875,1.1603084802627563
dtd,990,663,24,24,1,0.12644332647323608,3.0844624042510986,0,0,0,11,0,0.18236717581748962,2.771569013595581,1,0,1,129,50,0,32,0,0.16082097589969635,2.6069560050964355,1,0,1,0.30068484745052465,0.0010050315177068114,1.154842734336853,2.0870771408081055,0.3331317901611328,24,1,0.1616203784942627,2.683821678161621,0,0,0,0.6385542168674698,1.1304620504379272,11,0,0.1934851109981537,2.774233341217041,1,0,1,129,0.32035356760025024,11,0,0.16790322959423065,2.6819560527801514,1,0,1,11.326730728149414,142.54518127441406,1.154842734336853
dtd,67,806,1,1,1,0.20023636519908905,3.0314207077026367,0,0,0,24,0,0.38653895258903503,2.4030892848968506,1,0,1,129,51,0,24,0,0.20431387424468994,2.48974609375,1,0,1,0.3069630889543354,0.0007733468664810061,1.1566115617752075,2.087606430053711,0.331086239916213,24,0,0.23779934644699097,2.552990198135376,1,0,1,0.6356877323420075,1.1351670026779175,24,0,0.35583603382110596,2.4518914222717285,1,0,1,129,0.3090451657772064,1,1,0.20675833523273468,2.61489200592041,0,0,0,13.849031448364258,159.09608459472656,1.1566115617752075
dtd,295,1786,7,7,1,0.1284109205007553,3.027155637741089,0,0,0,42,0,0.1760919839143753,2.8265957832336426,1,0,1,135,55,0,42,0,0.24050070345401764,2.6117169857025146,1,0,1,0.3074735715654712,0.0003010629443451762,1.1602247953414917,2.082958698272705,0.32689080339797,42,0,0.40356776118278503,2.2557246685028076,1,0,1,0.6401790710688304,1.148995041847229,7,1,0.12242511659860611,2.8809306621551514,0,0,0,135,0.3193421959877014,42,0,0.19191361963748932,2.669923782348633,1,0,1,14.404376983642578,157.6248321533203,1.1602247953414917
dtd,986,233,24,24,1,0.13691340386867523,2.971137046813965,0,0,0,11,0,0.3289242684841156,2.401475429534912,1,0,1,107,30,0,11,0,0.24026228487491608,2.3712732791900635,1,0,1,0.3142578212350646,0.003070377977564931,1.1419492959976196,2.1190359592437744,0.3479176785083527,2,0,0.22440098226070404,2.526907444000244,1,0,1,0.5769230769230769,1.0898146629333496,11,0,0.31515684723854065,2.41572904586792,1,0,1,107,0.30703261494636536,11,0,0.31350627541542053,2.563185453414917,1,0,1,10.857619285583496,148.921630859375,1.1419492959976196
dtd,1189,1099,29,29,1,0.21575993299484253,2.971118450164795,0,0,0,39,0,0.24482350051403046,2.7703731060028076,1,0,1,134,53,0,39,0,0.3556133210659027,2.1306989192962646,1,0,1,0.31426009708724045,0.00042517855763435364,1.1588014364242554,2.077040910720825,0.32854796470479763,39,0,0.38927555084228516,2.214491605758667,1,0,1,0.6409090909090909,1.1424516439437866,29,1,0.23477698862552643,2.7923777103424072,0,0,0,134,0.33098304271698,39,0,0.3149474263191223,2.3722333908081055,1,0,1,13.655298233032227,161.81631469726562,1.1588014364242554
dtd,294,1170,7,7,1,0.16014479100704193,2.9560132026672363,0,0,0,34,0,0.18907557427883148,2.709771156311035,1,0,1,134,54,0,34,0,0.2706637382507324,2.6274187564849854,1,0,1,0.316114953107669,0.000499229587148875,1.1589220762252808,2.0780861377716064,0.3284078963259433,34,0,0.25213733315467834,2.6445531845092773,1,0,1,0.6404782237403929,1.1434617042541504,34,0,0.20571006834506989,2.705962657928467,1,0,1,134,0.33444011211395264,34,0,0.20944179594516754,2.7266924381256104,1,0,1,15.202616691589355,163.08863830566406,1.1589220762252808
dtd,1246,1086,31,31,1,0.17050279676914215,2.9327781200408936,0,0,0,32,0,0.29035070538520813,2.654994487762451,1,0,1,134,53,0,32,0,0.2575746178627014,2.370194435119629,1,0,1,0.3189895040902358,0.0004698170814663172,1.158698558807373,2.07828426361084,0.3286673971947203,32,0,0.3401194214820862,2.3285882472991943,1,0,1,0.640294388224471,1.1422176361083984,32,0,0.29420095682144165,2.6677942276000977,1,0,1,134,0.3281845450401306,32,0,0.2177470624446869,2.5756869316101074,1,0,1,13.886164665222168,155.44093322753906,1.158698558807373
